paper,productId,variant,size,finish,printing,binding,qty,price
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Single Side,Pockets (10 x 100 Letter Heads),8000,11659.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Single Side,Pockets (10 x 100 Letter Heads),12000,11379.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Single Side,Pockets (10 x 100 Letter Heads),16000,14689.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Not Required,1000,2539.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Not Required,2000,4439.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Not Required,3000,6269.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Not Required,4000,8029.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Not Required,8000,11989.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Not Required,12000,12529.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Not Required,16000,16149.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pad (10 x 100 letter heads),1000,2639.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pad (10 x 100 letter heads),2000,4639.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pad (10 x 100 letter heads),3000,6569.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pad (10 x 100 letter heads),4000,8429.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pad (10 x 100 letter heads),8000,12789.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pad (10 x 100 letter heads),12000,13329.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pad (10 x 100 letter heads),16000,16949.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pockets (10 x 100 Letter Heads),1000,2639.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pockets (10 x 100 Letter Heads),2000,4639.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pockets (10 x 100 Letter Heads),3000,6569.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pockets (10 x 100 Letter Heads),4000,8429.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pockets (10 x 100 Letter Heads),8000,12789.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pockets (10 x 100 Letter Heads),12000,13329.0
100 GSM Deo,381,"Letter Head - 100 GSM, Deo Paper + Foil ( Letter Size)",Letter,Foil,Both Side,Pockets (10 x 100 Letter Heads),16000,16949.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Not Required,1000,1109.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Not Required,2000,2179.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Not Required,3000,3209.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Not Required,4000,4439.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Not Required,8000,7739.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Not Required,12000,10969.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Not Required,16000,14129.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pad (10 x 100 Letter Heads),1000,1209.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pad (10 x 100 Letter Heads),2000,2379.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pad (10 x 100 Letter Heads),3000,3509.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pad (10 x 100 Letter Heads),4000,4839.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pad (10 x 100 Letter Heads),8000,8539.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pad (10 x 100 Letter Heads),12000,11769.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pad (10 x 100 Letter Heads),16000,14929.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pockets (10 x 100 Letter Heads),1000,1209.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pockets (10 x 100 Letter Heads),2000,2379.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pockets (10 x 100 Letter Heads),3000,3509.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pockets (10 x 100 Letter Heads),4000,4839.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pockets (10 x 100 Letter Heads),8000,8539.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pockets (10 x 100 Letter Heads),12000,11769.0
115 GSM Sunshine,368,"Letter Head - 115 GSM, Sunshine Paper ( A4 Size )",A4,Plain,Single Side,Pockets (10 x 100 Letter Heads),16000,14929.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Not Required,1000,1109.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Not Required,2000,2179.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Not Required,3000,3209.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Not Required,4000,4439.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Not Required,8000,7739.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Not Required,12000,10969.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Not Required,16000,14129.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pad (10 x 100 letter heads),1000,1209.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pad (10 x 100 letter heads),2000,2379.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pad (10 x 100 letter heads),3000,3509.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pad (10 x 100 letter heads),4000,4839.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pad (10 x 100 letter heads),8000,8539.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pad (10 x 100 letter heads),12000,11769.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pad (10 x 100 letter heads),16000,14929.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pockets (10 x 100 Letter Heads),1000,1209.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pockets (10 x 100 Letter Heads),2000,2379.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pockets (10 x 100 Letter Heads),3000,3509.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pockets (10 x 100 Letter Heads),4000,4839.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pockets (10 x 100 Letter Heads),8000,8539.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pockets (10 x 100 Letter Heads),12000,11769.0
115 GSM Sunshine,375,"Letter Head - 115 GSM, Sunshine Paper ( Letter Size )",Letter,Plain,Single Side,Pockets (10 x 100 Letter Heads),16000,14929.0
